U+4E01		丁	⿱一亅
U+93CD		鏍	⿰金累
U+93D1		鏑	⿰金啇
U+93D6		鏖	⿸鹿金
U+93D7		鏗	⿰金堅
U+93D8		鏘	⿰金將
U+93DC		鏜	⿰金堂
U+93DD		鏝	⿰金曼
U+93DF		鏟	⿰金産
U+93E1		鏡	⿰金竟
U+93E2		鏢	⿰金票
U+93E4		鏤	⿰金婁
U+93FD		鏽	⿰金肅
U+9403		鐃	⿰金堯
U+9418		鐘	⿰金童
U+942E		鐮	⿰金廉
U+9432		鐲	⿰金蜀
U+9433		鐳	⿰金雷
U+9435		鐵	⿰金𢧜
U+9438		鐸	⿰金睪
U+943A		鐺	⿰金當
U+9444		鑄	⿰金壽
U+9451		鑑	⿰金監
U+9452		鑒	⿱⿰臣⿱⿱𠂉一罒金
U+9460		鑠	⿰金樂
U+9463		鑣	⿰金麃
U+9470		鑰	⿰金龠
U+9472		鑲	⿰金襄
U+947C		鑼	⿰金羅
U+947D		鑽	⿰金贊
U+947E		鑾	⿱䜌金
U+947F		鑿	⿱𣫞金
U+9577		長	長
U+9580		門	⿰𠁣𠃛
U+9582		閂	⿵門一
U+9583		閃	⿵門人
U+9589		閉	⿵門才
U+958B		開	⿵門开
U+958F		閏	⿵門王
U+9591		閑	⿵門木
U+9592		閒	⿵門月
U+9593		間	⿵門日
U+9594		閔	⿵門文
U+9598		閘	⿵門甲
U+95A1		閡	⿵門亥
U+95A3		閣	⿵門各
U+95A4		閤	⿵門合
U+95A5		閥	⿵門伐
U+95A8		閨	⿵門圭
U+95A9		閩	⿵門虫
U+95AD		閭	⿵門吕
U+95B1		閱	⿵門兌
U+95BB		閻	⿵門臽
U+95C6		闆	⿵門品
U+95C8		闈	⿵門韋
U+95CA		闊	⿵門活
U+95CB		闋	⿵門癸
U+95CC		闌	⿵門柬
U+95D0		闐	⿵門真
U+95D4		闔	⿵門盍
U+95D6		闖	⿵門馬
U+95DC		關	⿵門𢇇
U+95E1		闡	⿵門單
U+95E2		闢	⿵門辟
U+961C		阜	⿱𠂤十
U+9621		阡	⿰阝千
U+962A		阪	⿰阝反
U+962E		阮	⿰阝元
U+9631		阱	⿰阝井
U+9632		防	⿰阝方
U+963B		阻	⿰阝且
U+963F		阿	⿰阝可
U+9640		陀	⿰阝它
U+9644		附	⿰阝付
U+964B		陋	⿰阝𫠥
U+964C		陌	⿰阝百
U+964D		降	⿰阝夅
U+9650		限	⿰阝艮
U+965B		陛	⿰阝坒
U+965D		陝	⿰阝㚒
U+9661		陡	⿰阝走
U+9662		院	⿰阝完
U+9663		陣	⿰阝車
U+9664		除	⿰阝余
U+966A		陪	⿰阝咅
U+9670		陰	⿰阝侌
U+9672		陲	⿰阝垂
U+9673		陳	⿰阝東
U+9674		陴	⿰阝卑
U+9675		陵	⿰阝夌
U+9676		陶	⿰阝匋
U+9677		陷	⿰阝臽
U+9678		陸	⿰阝坴
U+967D		陽	⿰阝昜
U+9685		隅	⿰阝禺
U+9686		隆	⿰阝㚅
U+968A		隊	⿰阝㒸
U+968B		隋	⿰阝⿱左月
U+968D		隍	⿰阝皇
U+968E		階	⿰阝皆
U+9694		隔	⿰阝鬲
U+9695		隕	⿰阝員
U+9698		隘	⿰阝益
U+9699		隙	⿰阝𡭴
U+969B		際	⿰阝祭
U+969C		障	⿰阝章
U+96A7		隧	⿰阝遂
U+96A8		隨	⿰阝遀
U+96AA		險	⿰阝僉
U+96B1		隱	⿰阝㥯
U+96B4		隴	⿰阝龍
U+96B8		隸	⿰柰隶
U+96BB		隻	⿱隹又
U+96C0		雀	⿱小隹
U+96C1		雁	⿸厂倠
U+96C4		雄	⿰厷隹
U+96C5		雅	⿰牙隹
U+96C6		集	⿱隹木
U+96C7		雇	⿸户隹
U+96C9		雉	⿰矢隹
U+96CB		雋	雋
U+96CC		雌	⿰此隹
U+96CD		雍	⿱亠⿰乡隹
U+96D5		雕	⿰周隹
U+96D6		雖	⿰虽隹
U+96D9		雙	⿱雔又
U+96DB		雛	⿰芻隹
U+96DC		雜	⿰⿱𠅃木隹
U+96DE		雞	⿰奚隹
U+96E2		離	⿰离隹
U+96E3		難	⿰𦰩隹
U+96E8		雨	⿱一𠕒
U+96EA		雪	⿱雨彐
U+96EF		雯	⿱雨文
U+96F2		雲	⿱雨云
U+96F6		零	⿱雨令
U+96F7		雷	⿱雨田
U+96F9		雹	⿱雨包
U+96FB		電	電
U+9700		需	⿱雨而
U+9704		霄	⿱雨肖
U+9706		霆	⿱雨廷
U+9707		震	⿱雨辰
U+9709		霉	⿱雨每
U+970D		霍	⿱雨隹
U+970E		霎	⿱雨妾
U+970F		霏	⿱雨非
U+9711		霑	⿱雨沾
U+9713		霓	⿱雨兒
U+9716		霖	⿱雨林
U+971C		霜	⿱雨相
U+971E		霞	⿱雨叚
U+9727		霧	⿱雨務
U+972A		霪	⿱雨淫
U+9732		露	⿱雨路
U+9738		霸	⿱雨䩗
U+9739		霹	⿱雨辟
U+973D		霽	⿱雨齊
U+973E		霾	⿱雨貍
U+9742		靂	⿱雨歷
U+9744		靄	⿱雨謁
U+9748		靈	⿱霝巫
U+9752		青	⿱龶月
U+9756		靖	⿰立青
U+975B		靛	⿰青定
U+975C		靜	⿰青爭
U+975E		非	非
U+9760		靠	⿱告非
U+9761		靡	⿸麻非
U+9762		面	⿱丆囬
U+9766		靦	⿰面見
U+9768		靨	⿸厭面
U+9769		革	革
U+9774		靴	⿰革化
U+9776		靶	⿰革巴
U+977C		靼	⿰革旦
U+9785		鞅	⿰革央
U+978B		鞋	⿰革圭
U+978D		鞍	⿰革安
U+978F		鞏	⿱巩革
U+9798		鞘	⿰革肖
U+97A0		鞠	⿰革匊
U+97A3		鞣	⿰革柔
U+97A6		鞦	⿰革秋
U+97AD		鞭	⿰革便
U+97C1		韁	⿰革畺
U+97C3		韃	⿰革達
U+97C6		韆	⿰革遷
U+97CB		韋	⿳𫝀口㐄
U+97CC		韌	⿰韋刃
U+97D3		韓	⿰𠦝韋
U+97DC		韜	⿰韋舀
U+97ED		韭	⿱非一
U+97F3		音	⿱立日
U+97F6		韶	⿰音召
U+97FB		韻	⿰音員
U+97FF		響	⿱鄉音
U+9801		頁	頁
U+9802		頂	⿰丁頁
U+9803		頃	⿰匕頁
U+9805		項	⿰工頁
U+9806		順	⿰川頁
U+9808		須	⿰彡頁
U+980A		頊	⿰王頁
U+980C		頌	⿰公頁
U+9810		預	⿰予頁
U+9811		頑	⿰元頁
U+9812		頒	⿰分頁
U+9813		頓	⿰屯頁
U+9817		頗	⿰皮頁
U+9818		領	⿰令頁
U+9821		頡	⿰吉頁
U+9824		頤	⿰𦣞頁
U+982D		頭	⿰豆頁
U+9830		頰	⿰夾頁
U+9837		頷	⿰含頁
U+9838		頸	⿰巠頁
U+9839		頹	⿰禿頁
U+983B		頻	⿰步頁
U+9846		顆	⿰果頁
U+984C		題	⿺是頁
U+984D		額	⿰客頁
U+984E		顎	⿰咢頁
U+984F		顏	⿰彥頁
U+9853		顓	⿰耑頁
U+9858		願	⿰原頁
U+985B		顛	⿰真頁
U+985E		類	⿰类頁
U+9867		顧	⿰雇頁
U+986B		顫	⿰亶頁
U+986F		顯	⿰㬎頁
U+9870		顰	⿱頻卑
U+9871		顱	⿰盧頁
U+98A8		風	⿵几䖝
U+98AF		颯	⿰立風
U+98B1		颱	⿺風台
U+98B3		颳	⿺風舌
U+98B6		颶	⿺風具
U+98BA		颺	⿺風昜
U+98BC		颼	⿺風叟
U+98C4		飄	⿰票風
U+98DB		飛	飛
U+98DF		食	⿱人良
U+98E2		飢	⿰飠几
U+98E7		飧	⿰夕食
U+98E9		飩	⿰飠屯
U+98EA		飪	⿰飠壬
U+98ED		飭	⿰飠⿱𠂉力
U+98EF		飯	⿰飠反
U+98F2		飲	⿰飠欠
U+98F4		飴	⿰飠台
U+98FC		飼	⿰飠司
U+98FD		飽	⿰飠包
U+98FE		飾	⿰飠⿱𠂉巾
U+9903		餃	⿰飠交
U+9905		餅	⿰飠并
U+9909		餉	⿰飠向
U+990A		養	⿱𦍌食
U+990C		餌	⿰飠耳
U+9910		餐	⿱𣦼食
U+9912		餒	⿰飠妥
U+9913		餓	⿰飠我
U+9918		餘	⿰飠余
U+991B		餛	⿰飠昆
U+991E		餞	⿰飠戔
U+9921		餡	⿰飠臽
U+9928		館	⿰飠官
U+9935		餵	⿰飠畏
U+993D		餽	⿰飠鬼
U+993E		餾	⿰飠留
U+993F		餿	⿰飠叟
U+9945		饅	⿰飠曼
U+9951		饑	⿰飠幾
U+9952		饒	⿰飠堯
U+995C		饜	⿸厭食
U+995E		饞	⿰飠毚
U+9996		首	⿱䒑自
U+9999		香	⿱禾日
U+99A5		馥	⿰香复
U+99A8		馨	⿱殸香
U+99AC		馬	馬
U+99AD		馭	⿰馬又
U+99AE		馮	⿰冫馬
U+99B1		馱	⿰馬大
U+99B3		馳	⿰馬也
U+99B4		馴	⿰馬川
U+99C1		駁	⿰馬爻
U+99D0		駐	⿰馬主
U+99D1		駑	⿱奴馬
U+99D2		駒	⿰馬句
U+99D5		駕	⿱加馬
U+99D9		駙	⿰馬付
U+99DB		駛	⿰馬史
U+99DD		駝	⿰馬它
U+99DF		駟	⿰馬四
U+99E2		駢	⿰馬并
U+99ED		駭	⿰馬亥
U+99F1		駱	⿰馬各
U+99FF		駿	⿰馬夋
U+9A01		騁	⿰馬甹
U+9A0E		騎	⿰馬奇
U+9A16		騖	⿱敄馬
U+9A19		騙	⿰馬扁
U+9A2B		騫	⿱𡨄馬
U+9A30		騰	⿰月駦
U+9A37		騷	⿰馬蚤
U+9A3E		騾	⿰馬累
U+9A40		驀	⿱莫馬
U+9A43		驃	⿰馬票
U+9A45		驅	⿰馬區
U+9A55		驕	⿰馬喬
U+9A57		驗	⿰馬僉
U+9A5A		驚	⿱敬馬
U+9A5B		驛	⿰馬睪
U+9A5F		驟	⿰馬聚
U+9A62		驢	⿰馬盧
U+9A65		驥	⿰馬冀
U+9A6A		驪	⿰馬麗
U+9AA8		骨	骨
U+9AAF		骯	⿰骨亢
U+9AB0		骰	⿰骨殳
U+9AB7		骷	⿰骨古
U+9AB8		骸	⿰骨亥
U+9ABC		骼	⿰骨各
U+9ACF		髏	⿰骨婁
U+9AD2		髒	⿰骨葬
U+9AD3		髓	⿰骨遀
U+9AD4		體	⿰骨豊
U+9AD8		高	⿳亠口冋
U+9AE6		髦	⿱髟毛
U+9AED		髭	⿱髟此
U+9AEE		髮	⿱髟犮
U+9AEF		髯	⿱髟冉
U+9AFB		髻	⿱髟吉
U+9B03		鬃	⿱髟宗
U+9B06		鬆	⿱髟松
U+9B0D		鬍	⿱髟胡
U+9B1A		鬚	⿱髟須
U+9B22		鬢	⿱髟賓
U+9B25		鬥	⿰𩰋𩰊
U+9B27		鬧	⿵鬥市
U+9B28		鬨	⿵鬥共
U+9B31		鬱	⿳⿲木缶木冖⿰鬯彡
U+9B32		鬲	⿳一口⿵𦉪丅
U+9B3C		鬼	⿱甶⿺儿厶
U+9B41		魁	⿺鬼斗
U+9B42		魂	⿰云鬼
U+9B44		魄	⿰白鬼
U+9B45		魅	⿺鬼未
U+9B4F		魏	⿰委鬼
U+9B54		魔	⿸麻鬼
U+9B58		魘	⿸厭鬼
U+9B5A		魚	⿳𠂊田灬
U+9B6F		魯	⿱魚日
U+9B77		魷	⿰魚尤
U+9B91		鮑	⿰魚包
U+9BAA		鮪	⿰魚有
U+9BAB		鮫	⿰魚交
U+9BAE		鮮	⿰魚羊
U+9BC9		鯉	⿰魚里
U+9BCA		鯊	⿱沙魚
U+9BE7		鯧	⿰魚昌
U+9BE8		鯨	⿰魚京
U+9BFD		鯽	⿰魚即
U+9C0D		鰍	⿰魚秋
U+9C13		鰓	⿰魚思
U+9C25		鰥	⿰魚眔
U+9C2D		鰭	⿰魚耆
U+9C31		鰱	⿰魚連
U+9C3B		鰻	⿰魚曼
U+9C3E		鰾	⿰魚票
U+9C49		鱉	⿱敝魚
U+9C54		鱔	⿰魚善
U+9C56		鱖	⿰魚厥
U+9C57		鱗	⿰魚粦
U+9C77		鱷	⿰魚噩
U+9C78		鱸	⿰魚盧
U+9CE5		鳥	鳥
U+9CE9		鳩	⿰九鳥
U+9CF3		鳳	⿵几𩾏
U+9CF4		鳴	⿰口鳥
U+9CF6		鳶	⿱弋鳥
U+9D06		鴆	⿰冘鳥
U+9D09		鴉	⿰牙鳥
U+9D12		鴒	⿰令鳥
U+9D15		鴕	⿰鳥它
U+9D1B		鴛	⿱夗鳥
U+9D23		鴣	⿰古鳥
U+9D26		鴦	⿱央鳥
U+9D28		鴨	⿰甲鳥
U+9D3B		鴻	⿰氵䲨
U+9D3F		鴿	⿰合鳥
U+9D51		鵑	⿰肙鳥
U+9D5D		鵝	⿰我鳥
U+9D60		鵠	⿰告鳥
U+9D61		鵡	⿰武鳥
U+9D6A		鵪	⿰奄鳥
U+9D6C		鵬	⿰朋鳥
U+9D72		鵲	⿰昔鳥
U+9D89		鶉	⿰享鳥
U+9DAF		鶯	⿱𤇾鳥
U+9DB4		鶴	⿰隺鳥
U+9DC2		鷂	⿰䍃鳥
U+9DD3		鷓	⿰庶鳥
U+9DD7		鷗	⿰區鳥
U+9DE5		鷥	⿱絲鳥
U+9DF9		鷹	⿸䧹鳥
U+9DFA		鷺	⿱路鳥
U+9E1A		鸚	⿰嬰鳥
U+9E1E		鸞	⿱䜌鳥
U+9E79		鹹	⿰鹵咸
U+9E7C		鹼	⿰鹵僉
U+9E7D		鹽	⿱⿰臣⿱𠂉鹵皿
U+9E7F		鹿	鹿
U+9E82		麂	⿸鹿几
U+9E8B		麋	⿸鹿米
U+9E92		麒	⿰鹿其
U+9E93		麓	⿱林鹿
U+9E97		麗	⿱丽鹿
U+9E9D		麝	⿸鹿射
U+9E9F		麟	⿰鹿粦
U+9EA5		麥	⿱來夂
U+9EA9		麩	⿰麥夫
U+9EB4		麴	⿰麥匊
U+9EB5		麵	⿰麥面
U+9EBB		麻	⿸广林
U+9EBC		麼	⿸麻幺
U+9EBE		麾	⿸麻毛
U+9EC3		黃	⿱廿⿳一由八
U+9ECD		黍	⿱禾⿱人氺
U+9ECE		黎	⿱𥝢⿱人氺
U+9ECF		黏	⿰黍占
U+9ED1		黑	黑
U+9ED4		黔	⿰黑今
U+9ED8		默	⿰黑犬
U+9EDB		黛	⿱代黑
U+9EDC		黜	⿰黑出
U+9EDD		黝	⿰黑幼
U+9EDE		點	⿰黑占
U+9EE0		黠	⿰黑吉
U+9EE8		黨	⿱𫩠黑
U+9EEF		黯	⿰黑音
U+9EF4		黴	⿰彳𪑛
U+9EF7		黷	⿰黑賣
U+9F07		鼇	⿱敖黽
U+9F0E		鼎	鼎
U+9F13		鼓	⿰壴支
U+9F15		鼕	⿱鼓冬
U+9F19		鼙	⿱鼓卑
U+9F20		鼠	鼠
U+9F2C		鼬	⿰鼠由
U+9F34		鼴	⿰鼠匽
U+9F3B		鼻	⿱自畀
U+9F3E		鼾	⿰鼻干
U+9F4A		齊	齊
U+9F4B		齋	⿵齊小
U+9F52		齒	⿱止𠚕
U+9F5C		齜	⿰齒此
U+9F5F		齟	⿰齒且
U+9F61		齡	⿰齒令
U+9F63		齣	⿰齒句
U+9F66		齦	⿰齒艮
U+9F6A		齪	⿰齒足
U+9F6C		齬	⿰齒吾
U+9F72		齲	⿰齒禹
U+9F77		齷	⿰齒屋
U+9F8D		龍	龍
U+9F90		龐	⿸广龍
U+9F94		龔	⿱龍共
